chromosome	left	right	locus_tag	gene_name	strand	feature	completeness	name	offset	type
NC_008463.1	5494479	5495502	RS25160	hemH	-	gene	complete	PA14_RS25160_hemH_6	6	unknown
NC_008463.1	5494479	5495502	RS25160	hemH	-	gene	complete	PA14_RS25160_hemH_31	31	unknown
NC_008463.1	5494479	5495502	RS25160	hemH	-	gene	complete	PA14_RS25160_hemH_51	51	unknown
NC_008463.1	5494479	5495502	RS25160	hemH	-	gene	complete	PA14_RS25160_hemH_82	82	unknown
NC_008463.1	5502056	5502854	RS25195	murI	-	gene	complete	PA14_RS25195_murI_18	18	unknown
NC_008463.1	5502056	5502854	RS25195	murI	-	gene	complete	PA14_RS25195_murI_39	39	unknown
NC_008463.1	5502056	5502854	RS25195	murI	-	gene	complete	PA14_RS25195_murI_82	82	unknown
NC_008463.1	5502056	5502854	RS25195	murI	-	gene	complete	PA14_RS25195_murI_111	111	unknown
NC_008463.1	5502843	5503602	RS25200	moeB	-	gene	complete	PA14_RS25200_moeB_79	79	unknown
NC_008463.1	5502843	5503602	RS25200	moeB	-	gene	complete	PA14_RS25200_moeB_118	118	unknown
NC_008463.1	5502843	5503602	RS25200	moeB	-	gene	complete	PA14_RS25200_moeB_172	172	unknown
NC_008463.1	5502843	5503602	RS25200	moeB	-	gene	complete	PA14_RS25200_moeB_196	196	unknown
NC_008463.1	5504427	5505510	RS25210	prfA	-	gene	complete	PA14_RS25210_prfA_34	34	unknown
NC_008463.1	5504427	5505510	RS25210	prfA	-	gene	complete	PA14_RS25210_prfA_78	78	unknown
NC_008463.1	5504427	5505510	RS25210	prfA	-	gene	complete	PA14_RS25210_prfA_99	99	unknown
NC_008463.1	5504427	5505510	RS25210	prfA	-	gene	complete	PA14_RS25210_prfA_129	129	unknown
NC_008463.1	5505527	5506796	RS25215	hemA	-	gene	complete	PA14_RS25215_hemA_6	6	unknown
NC_008463.1	5505527	5506796	RS25215	hemA	-	gene	complete	PA14_RS25215_hemA_36	36	unknown
NC_008463.1	5505527	5506796	RS25215	hemA	-	gene	complete	PA14_RS25215_hemA_74	74	unknown
NC_008463.1	5505527	5506796	RS25215	hemA	-	gene	complete	PA14_RS25215_hemA_112	112	unknown
NC_008463.1	5508716	5509334	RS25225	lolB	+	gene	complete	PA14_RS25225_lolB_2	2	unknown
NC_008463.1	5508716	5509334	RS25225	lolB	+	gene	complete	PA14_RS25225_lolB_41	41	unknown
NC_008463.1	5508716	5509334	RS25225	lolB	+	gene	complete	PA14_RS25225_lolB_68	68	unknown
NC_008463.1	5508716	5509334	RS25225	lolB	+	gene	complete	PA14_RS25225_lolB_90	90	unknown
NC_008463.1	5509335	5510184	RS25230	ispE	+	gene	complete	PA14_RS25230_ipk_21	21	unknown
NC_008463.1	5509335	5510184	RS25230	ispE	+	gene	complete	PA14_RS25230_ipk_66	66	unknown
NC_008463.1	5509335	5510184	RS25230	ispE	+	gene	complete	PA14_RS25230_ipk_98	98	unknown
NC_008463.1	5509335	5510184	RS25230	ispE	+	gene	complete	PA14_RS25230_ipk_144	144	unknown
NC_008463.1	5510350	5511292	RS25240	prs	+	gene	complete	PA14_RS25240_prs_8	8	unknown
NC_008463.1	5510350	5511292	RS25240	prs	+	gene	complete	PA14_RS25240_prs_39	39	unknown
NC_008463.1	5510350	5511292	RS25240	prs	+	gene	complete	PA14_RS25240_prs_79	79	unknown
NC_008463.1	5510350	5511292	RS25240	prs	+	gene	complete	PA14_RS25240_prs_110	110	unknown
NC_008463.1	5512064	5512649	RS25250	pth	+	gene	complete	PA14_RS25250_pth_11	11	unknown
NC_008463.1	5512064	5512649	RS25250	pth	+	gene	complete	PA14_RS25250_pth_39	39	unknown
NC_008463.1	5512064	5512649	RS25250	pth	+	gene	complete	PA14_RS25250_pth_62	62	unknown
NC_008463.1	5512064	5512649	RS25250	pth	+	gene	complete	PA14_RS25250_pth_96	96	unknown
NC_008463.1	5514195	5514501	RS25265	vapI	-	gene	complete	PA14_RS25265_vapI_9	9	unknown
NC_008463.1	5514195	5514501	RS25265	vapI	-	gene	complete	PA14_RS25265_vapI_32	32	unknown
NC_008463.1	5514195	5514501	RS25265	vapI	-	gene	complete	PA14_RS25265_vapI_80	80	unknown
NC_008463.1	5514195	5514501	RS25265	vapI	-	gene	complete	PA14_RS25265_vapI_111	111	unknown
NC_008463.1	5520012	5520714	RS25290	.	-	gene	complete	PA14_RS25290_-_5	5	unknown
NC_008463.1	5520012	5520714	RS25290	.	-	gene	complete	PA14_RS25290_-_35	35	unknown
NC_008463.1	5520012	5520714	RS25290	.	-	gene	complete	PA14_RS25290_-_77	77	unknown
NC_008463.1	5520012	5520714	RS25290	.	-	gene	complete	PA14_RS25290_-_98	98	unknown
NC_008463.1	5543416	5544232	RS25390	pssA	-	gene	complete	PA14_RS25390_pssA_14	14	unknown
NC_008463.1	5543416	5544232	RS25390	pssA	-	gene	complete	PA14_RS25390_pssA_36	36	unknown
NC_008463.1	5543416	5544232	RS25390	pssA	-	gene	complete	PA14_RS25390_pssA_56	56	unknown
NC_008463.1	5543416	5544232	RS25390	pssA	-	gene	complete	PA14_RS25390_pssA_90	90	unknown
NC_008463.1	5544386	5545403	RS25395	ilvC	-	gene	complete	PA14_RS25395_ilvC_31	31	unknown
NC_008463.1	5544386	5545403	RS25395	ilvC	-	gene	complete	PA14_RS25395_ilvC_60	60	unknown
NC_008463.1	5544386	5545403	RS25395	ilvC	-	gene	complete	PA14_RS25395_ilvC_85	85	unknown
NC_008463.1	5544386	5545403	RS25395	ilvC	-	gene	complete	PA14_RS25395_ilvC_129	129	unknown
NC_008463.1	5545445	5545937	RS25400	ilvN	-	gene	complete	PA14_RS25400_ilvH_18	18	unknown
NC_008463.1	5545445	5545937	RS25400	ilvN	-	gene	complete	PA14_RS25400_ilvH_38	38	unknown
NC_008463.1	5545445	5545937	RS25400	ilvN	-	gene	complete	PA14_RS25400_ilvH_64	64	unknown
NC_008463.1	5545445	5545937	RS25400	ilvN	-	gene	complete	PA14_RS25400_ilvH_97	97	unknown
NC_008463.1	5545939	5547664	RS25405	ilvI	-	gene	complete	PA14_RS25405_ilvI_34	34	unknown
NC_008463.1	5545939	5547664	RS25405	ilvI	-	gene	complete	PA14_RS25405_ilvI_76	76	unknown
NC_008463.1	5545939	5547664	RS25405	ilvI	-	gene	complete	PA14_RS25405_ilvI_132	132	unknown
NC_008463.1	5545939	5547664	RS25405	ilvI	-	gene	complete	PA14_RS25405_ilvI_165	165	unknown
NC_008463.1	5582655	5583144	RS25570	folK	+	gene	complete	PA14_RS25570_folK_9	9	unknown
NC_008463.1	5582655	5583144	RS25570	folK	+	gene	complete	PA14_RS25570_folK_39	39	unknown
NC_008463.1	5582655	5583144	RS25570	folK	+	gene	complete	PA14_RS25570_folK_72	72	unknown
NC_008463.1	5582655	5583144	RS25570	folK	+	gene	complete	PA14_RS25570_folK_95	95	unknown
NC_008463.1	5583393	5584194	RS25575	panB	+	gene	complete	PA14_RS25575_panB_2	2	unknown
NC_008463.1	5583393	5584194	RS25575	panB	+	gene	complete	PA14_RS25575_panB_23	23	unknown
NC_008463.1	5583393	5584194	RS25575	panB	+	gene	complete	PA14_RS25575_panB_62	62	unknown
NC_008463.1	5583393	5584194	RS25575	panB	+	gene	complete	PA14_RS25575_panB_83	83	unknown
NC_008463.1	5585605	5587270	RS25590	pgi	+	gene	complete	PA14_RS25590_pgi_2	2	unknown
NC_008463.1	5585605	5587270	RS25590	pgi	+	gene	complete	PA14_RS25590_pgi_22	22	unknown
NC_008463.1	5585605	5587270	RS25590	pgi	+	gene	complete	PA14_RS25590_pgi_56	56	unknown
NC_008463.1	5585605	5587270	RS25590	pgi	+	gene	complete	PA14_RS25590_pgi_99	99	unknown
NC_008463.1	5595302	5597408	RS25630	pnp	-	gene	complete	PA14_RS25630_pnp_7	7	unknown
NC_008463.1	5595302	5597408	RS25630	pnp	-	gene	complete	PA14_RS25630_pnp_57	57	unknown
NC_008463.1	5595302	5597408	RS25630	pnp	-	gene	complete	PA14_RS25630_pnp_78	78	unknown
NC_008463.1	5595302	5597408	RS25630	pnp	-	gene	complete	PA14_RS25630_pnp_99	99	unknown
NC_008463.1	5597581	5597851	RS25635	rpsO	-	gene	complete	PA14_RS25635_rpsO_66	66	unknown
NC_008463.1	5597581	5597851	RS25635	rpsO	-	gene	complete	PA14_RS25635_rpsO_90	90	unknown
NC_008463.1	5597581	5597851	RS25635	rpsO	-	gene	complete	PA14_RS25635_rpsO_135	135	unknown
NC_008463.1	5597581	5597851	RS25635	rpsO	-	gene	complete	PA14_RS25635_rpsO_156	156	unknown
NC_008463.1	5599355	5601878	RS25650	infB	-	gene	complete	PA14_RS25650_infB_30	30	unknown
NC_008463.1	5599355	5601878	RS25650	infB	-	gene	complete	PA14_RS25650_infB_58	58	unknown
NC_008463.1	5599355	5601878	RS25650	infB	-	gene	complete	PA14_RS25650_infB_89	89	unknown
NC_008463.1	5599355	5601878	RS25650	infB	-	gene	complete	PA14_RS25650_infB_135	135	unknown
NC_008463.1	5601905	5603387	RS25655	nusA	-	gene	complete	PA14_RS25655_nusA_39	39	unknown
NC_008463.1	5601905	5603387	RS25655	nusA	-	gene	complete	PA14_RS25655_nusA_60	60	unknown
NC_008463.1	5601905	5603387	RS25655	nusA	-	gene	complete	PA14_RS25655_nusA_99	99	unknown
NC_008463.1	5601905	5603387	RS25655	nusA	-	gene	complete	PA14_RS25655_nusA_133	133	unknown
NC_008463.1	5603431	5603890	RS25660	rimP	-	gene	complete	PA14_RS25660_yhbC_30	30	unknown
NC_008463.1	5603431	5603890	RS25660	rimP	-	gene	complete	PA14_RS25660_yhbC_90	90	unknown
NC_008463.1	5603431	5603890	RS25660	rimP	-	gene	complete	PA14_RS25660_yhbC_127	127	unknown
NC_008463.1	5603431	5603890	RS25660	rimP	-	gene	complete	PA14_RS25660_yhbC_162	162	unknown
NC_008463.1	5604674	5605430	RS25680	tpiA	-	gene	complete	PA14_RS25680_tpiA_11	11	unknown
NC_008463.1	5604674	5605430	RS25680	tpiA	-	gene	complete	PA14_RS25680_tpiA_51	51	unknown
NC_008463.1	5604674	5605430	RS25680	tpiA	-	gene	complete	PA14_RS25680_tpiA_122	122	unknown
NC_008463.1	5604674	5605430	RS25680	tpiA	-	gene	complete	PA14_RS25680_tpiA_157	157	unknown
NC_008463.1	5605495	5606833	RS25685	glmM	-	gene	complete	PA14_RS25685_glmM_34	34	unknown
NC_008463.1	5605495	5606833	RS25685	glmM	-	gene	complete	PA14_RS25685_glmM_56	56	unknown
NC_008463.1	5605495	5606833	RS25685	glmM	-	gene	complete	PA14_RS25685_glmM_105	105	unknown
NC_008463.1	5605495	5606833	RS25685	glmM	-	gene	complete	PA14_RS25685_glmM_127	127	unknown
NC_008463.1	5606849	5607701	RS25690	folP	-	gene	complete	PA14_RS25690_folP_11	11	unknown
NC_008463.1	5606849	5607701	RS25690	folP	-	gene	complete	PA14_RS25690_folP_32	32	unknown
NC_008463.1	5606849	5607701	RS25690	folP	-	gene	complete	PA14_RS25690_folP_60	60	unknown
NC_008463.1	5606849	5607701	RS25690	folP	-	gene	complete	PA14_RS25690_folP_82	82	unknown
NC_008463.1	5607710	5609630	RS25695	ftsH	-	gene	complete	PA14_RS25695_ftsH_51	51	unknown
NC_008463.1	5607710	5609630	RS25695	ftsH	-	gene	complete	PA14_RS25695_ftsH_73	73	unknown
NC_008463.1	5607710	5609630	RS25695	ftsH	-	gene	complete	PA14_RS25695_ftsH_112	112	unknown
NC_008463.1	5607710	5609630	RS25695	ftsH	-	gene	complete	PA14_RS25695_ftsH_147	147	unknown
NC_008463.1	5609828	5610452	RS25700	rlmE	-	gene	complete	PA14_RS25700_rrmJ_6	6	unknown
NC_008463.1	5609828	5610452	RS25700	rlmE	-	gene	complete	PA14_RS25700_rrmJ_53	53	unknown
NC_008463.1	5609828	5610452	RS25700	rlmE	-	gene	complete	PA14_RS25700_rrmJ_96	96	unknown
NC_008463.1	5609828	5610452	RS25700	rlmE	-	gene	complete	PA14_RS25700_rrmJ_130	130	unknown
NC_008463.1	5611792	5615014	RS25720	carB	-	gene	complete	PA14_RS25720_carB_5	5	unknown
NC_008463.1	5611792	5615014	RS25720	carB	-	gene	complete	PA14_RS25720_carB_37	37	unknown
NC_008463.1	5611792	5615014	RS25720	carB	-	gene	complete	PA14_RS25720_carB_64	64	unknown
NC_008463.1	5611792	5615014	RS25720	carB	-	gene	complete	PA14_RS25720_carB_93	93	unknown
NC_008463.1	5615695	5616832	RS25730	carA	-	gene	complete	PA14_RS25730_carA_11	11	unknown
NC_008463.1	5615695	5616832	RS25730	carA	-	gene	complete	PA14_RS25730_carA_66	66	unknown
NC_008463.1	5615695	5616832	RS25730	carA	-	gene	complete	PA14_RS25730_carA_102	102	unknown
NC_008463.1	5615695	5616832	RS25730	carA	-	gene	complete	PA14_RS25730_carA_127	127	unknown
NC_008463.1	5617014	5617821	RS25735	dapB	-	gene	complete	PA14_RS25735_dapB_15	15	unknown
NC_008463.1	5617014	5617821	RS25735	dapB	-	gene	complete	PA14_RS25735_dapB_60	60	unknown
NC_008463.1	5617014	5617821	RS25735	dapB	-	gene	complete	PA14_RS25735_dapB_84	84	unknown
NC_008463.1	5617014	5617821	RS25735	dapB	-	gene	complete	PA14_RS25735_dapB_110	110	unknown
NC_008463.1	5617877	5619011	RS25740	dnaJ	-	gene	complete	PA14_RS25740_dnaJ_48	48	unknown
NC_008463.1	5617877	5619011	RS25740	dnaJ	-	gene	complete	PA14_RS25740_dnaJ_82	82	unknown
NC_008463.1	5617877	5619011	RS25740	dnaJ	-	gene	complete	PA14_RS25740_dnaJ_106	106	unknown
NC_008463.1	5617877	5619011	RS25740	dnaJ	-	gene	complete	PA14_RS25740_dnaJ_129	129	unknown
NC_008463.1	5619126	5621040	RS25745	dnaK	-	gene	complete	PA14_RS25745_dnaK_25	25	unknown
NC_008463.1	5619126	5621040	RS25745	dnaK	-	gene	complete	PA14_RS25745_dnaK_55	55	unknown
NC_008463.1	5619126	5621040	RS25745	dnaK	-	gene	complete	PA14_RS25745_dnaK_90	90	unknown
NC_008463.1	5619126	5621040	RS25745	dnaK	-	gene	complete	PA14_RS25745_dnaK_110	110	unknown
NC_008463.1	5621129	5621690	RS25750	grpE	-	gene	complete	PA14_RS25750_grpE_21	21	unknown
NC_008463.1	5621129	5621690	RS25750	grpE	-	gene	complete	PA14_RS25750_grpE_47	47	unknown
NC_008463.1	5621129	5621690	RS25750	grpE	-	gene	complete	PA14_RS25750_grpE_67	67	unknown
NC_008463.1	5621129	5621690	RS25750	grpE	-	gene	complete	PA14_RS25750_grpE_108	108	unknown
NC_008463.1	5623603	5624008	RS25760	fur	-	gene	complete	PA14_RS25760_fur_30	30	unknown
NC_008463.1	5623603	5624008	RS25760	fur	-	gene	complete	PA14_RS25760_fur_50	50	unknown
NC_008463.1	5623603	5624008	RS25760	fur	-	gene	complete	PA14_RS25760_fur_84	84	unknown
NC_008463.1	5623603	5624008	RS25760	fur	-	gene	complete	PA14_RS25760_fur_105	105	unknown
NC_008463.1	5624105	5624636	RS25765	omlA	+	gene	complete	PA14_RS25765_omlA_1	1	unknown
NC_008463.1	5624105	5624636	RS25765	omlA	+	gene	complete	PA14_RS25765_omlA_29	29	unknown
NC_008463.1	5624105	5624636	RS25765	omlA	+	gene	complete	PA14_RS25765_omlA_53	53	unknown
NC_008463.1	5624105	5624636	RS25765	omlA	+	gene	complete	PA14_RS25765_omlA_76	76	unknown
NC_008463.1	5712488	5712932	RS26195	aroQ	+	gene	complete	PA14_RS26195_aroQ1_11	11	unknown
NC_008463.1	5712488	5712932	RS26195	aroQ	+	gene	complete	PA14_RS26195_aroQ1_31	31	unknown
NC_008463.1	5712488	5712932	RS26195	aroQ	+	gene	complete	PA14_RS26195_aroQ1_53	53	unknown
NC_008463.1	5712488	5712932	RS26195	aroQ	+	gene	complete	PA14_RS26195_aroQ1_80	80	unknown
NC_008463.1	5712955	5713426	RS26200	accB	+	gene	complete	PA14_RS26200_accB_50	50	unknown
NC_008463.1	5712955	5713426	RS26200	accB	+	gene	complete	PA14_RS26200_accB_72	72	unknown
NC_008463.1	5712955	5713426	RS26200	accB	+	gene	complete	PA14_RS26200_accB_102	102	unknown
NC_008463.1	5712955	5713426	RS26200	accB	+	gene	complete	PA14_RS26200_accB_122	122	unknown
NC_008463.1	5713443	5714793	RS26205	accC	+	gene	complete	PA14_RS26205_accC_30	30	unknown
NC_008463.1	5713443	5714793	RS26205	accC	+	gene	complete	PA14_RS26205_accC_54	54	unknown
NC_008463.1	5713443	5714793	RS26205	accC	+	gene	complete	PA14_RS26205_accC_104	104	unknown
NC_008463.1	5713443	5714793	RS26205	accC	+	gene	complete	PA14_RS26205_accC_126	126	unknown
NC_008463.1	5719307	5719631	RS26230	fis	+	gene	complete	PA14_RS26230_fis_20	20	unknown
NC_008463.1	5719307	5719631	RS26230	fis	+	gene	complete	PA14_RS26230_fis_46	46	unknown
NC_008463.1	5719307	5719631	RS26230	fis	+	gene	complete	PA14_RS26230_fis_66	66	unknown
NC_008463.1	5719307	5719631	RS26230	fis	+	gene	complete	PA14_RS26230_fis_88	88	unknown
NC_008463.1	5719710	5721318	RS26235	purH	+	gene	complete	PA14_RS26235_purH_8	8	unknown
NC_008463.1	5719710	5721318	RS26235	purH	+	gene	complete	PA14_RS26235_purH_28	28	unknown
NC_008463.1	5719710	5721318	RS26235	purH	+	gene	complete	PA14_RS26235_purH_56	56	unknown
NC_008463.1	5719710	5721318	RS26235	purH	+	gene	complete	PA14_RS26235_purH_98	98	unknown
NC_008463.1	5721421	5722711	RS26240	purD	+	gene	complete	PA14_RS26240_purD_1	1	unknown
NC_008463.1	5721421	5722711	RS26240	purD	+	gene	complete	PA14_RS26240_purD_44	44	unknown
NC_008463.1	5721421	5722711	RS26240	purD	+	gene	complete	PA14_RS26240_purD_69	69	unknown
NC_008463.1	5721421	5722711	RS26240	purD	+	gene	complete	PA14_RS26240_purD_95	95	unknown
NC_008463.1	5791078	5791906	RS26570	nadE	+	gene	complete	PA14_RS26570_nadE_15	15	unknown
NC_008463.1	5791078	5791906	RS26570	nadE	+	gene	complete	PA14_RS26570_nadE_35	35	unknown
NC_008463.1	5791078	5791906	RS26570	nadE	+	gene	complete	PA14_RS26570_nadE_57	57	unknown
NC_008463.1	5791078	5791906	RS26570	nadE	+	gene	complete	PA14_RS26570_nadE_101	101	unknown
NC_008463.1	5805537	5806932	RS26625	dnaB	-	gene	complete	PA14_RS26625_dnaB_15	15	unknown
NC_008463.1	5805537	5806932	RS26625	dnaB	-	gene	complete	PA14_RS26625_dnaB_42	42	unknown
NC_008463.1	5805537	5806932	RS26625	dnaB	-	gene	complete	PA14_RS26625_dnaB_62	62	unknown
NC_008463.1	5805537	5806932	RS26625	dnaB	-	gene	complete	PA14_RS26625_dnaB_100	100	unknown
NC_008463.1	5808434	5808665	RS26640	rpsR	-	gene	complete	PA14_RS26640_rpsR_16	16	unknown
NC_008463.1	5808434	5808665	RS26640	rpsR	-	gene	complete	PA14_RS26640_rpsR_42	42	unknown
NC_008463.1	5808434	5808665	RS26640	rpsR	-	gene	complete	PA14_RS26640_rpsR_84	84	unknown
NC_008463.1	5808434	5808665	RS26640	rpsR	-	gene	complete	PA14_RS26640_rpsR_108	108	unknown
NC_008463.1	5808694	5809114	RS26645	rpsF	-	gene	complete	PA14_RS26645_rpsF_25	25	unknown
NC_008463.1	5808694	5809114	RS26645	rpsF	-	gene	complete	PA14_RS26645_rpsF_78	78	unknown
NC_008463.1	5808694	5809114	RS26645	rpsF	-	gene	complete	PA14_RS26645_rpsF_109	109	unknown
NC_008463.1	5808694	5809114	RS26645	rpsF	-	gene	complete	PA14_RS26645_rpsF_130	130	unknown
NC_008463.1	5813462	5814755	RS26670	purA	-	gene	complete	PA14_RS26670_purA_22	22	unknown
NC_008463.1	5813462	5814755	RS26670	purA	-	gene	complete	PA14_RS26670_purA_75	75	unknown
NC_008463.1	5813462	5814755	RS26670	purA	-	gene	complete	PA14_RS26670_purA_103	103	unknown
NC_008463.1	5813462	5814755	RS26670	purA	-	gene	complete	PA14_RS26670_purA_129	129	unknown
NC_008463.1	5814806	5815991	RS26675	hisX	-	gene	complete	PA14_RS26675_hisX_16	16	unknown
NC_008463.1	5814806	5815991	RS26675	hisX	-	gene	complete	PA14_RS26675_hisX_53	53	unknown
NC_008463.1	5814806	5815991	RS26675	hisX	-	gene	complete	PA14_RS26675_hisX_81	81	unknown
NC_008463.1	5814806	5815991	RS26675	hisX	-	gene	complete	PA14_RS26675_hisX_106	106	unknown
NC_008463.1	5819786	5820035	RS26700	hfq	-	gene	complete	PA14_RS26700_hfq_28	28	unknown
NC_008463.1	5819786	5820035	RS26700	hfq	-	gene	complete	PA14_RS26700_hfq_61	61	unknown
NC_008463.1	5819786	5820035	RS26700	hfq	-	gene	complete	PA14_RS26700_hfq_121	121	unknown
NC_008463.1	5819786	5820035	RS26700	hfq	-	gene	complete	PA14_RS26700_hfq_154	154	unknown
NC_008463.1	5824506	5824974	RS26720	tsaE	-	gene	complete	PA14_RS26720_tsaE_16	16	unknown
NC_008463.1	5824506	5824974	RS26720	tsaE	-	gene	complete	PA14_RS26720_tsaE_97	97	unknown
NC_008463.1	5824506	5824974	RS26720	tsaE	-	gene	complete	PA14_RS26720_tsaE_117	117	unknown
NC_008463.1	5824506	5824974	RS26720	tsaE	-	gene	complete	PA14_RS26720_tsaE_154	154	unknown
NC_008463.1	5827670	5828213	RS26735	orn	-	gene	complete	PA14_RS26735_orn_10	10	unknown
NC_008463.1	5827670	5828213	RS26735	orn	-	gene	complete	PA14_RS26735_orn_34	34	unknown
NC_008463.1	5827670	5828213	RS26735	orn	-	gene	complete	PA14_RS26735_orn_56	56	unknown
NC_008463.1	5827670	5828213	RS26735	orn	-	gene	complete	PA14_RS26735_orn_84	84	unknown
NC_008463.1	5839044	5840259	RS26780	serB	-	gene	complete	PA14_RS26780_serB_5	5	unknown
NC_008463.1	5839044	5840259	RS26780	serB	-	gene	complete	PA14_RS26780_serB_59	59	unknown
NC_008463.1	5839044	5840259	RS26780	serB	-	gene	complete	PA14_RS26780_serB_91	91	unknown
NC_008463.1	5839044	5840259	RS26780	serB	-	gene	complete	PA14_RS26780_serB_135	135	unknown
NC_008463.1	5840479	5842018	RS26785	.	+	gene	complete	PA14_RS26785_-_1	1	unknown
NC_008463.1	5840479	5842018	RS26785	.	+	gene	complete	PA14_RS26785_-_28	28	unknown
NC_008463.1	5840479	5842018	RS26785	.	+	gene	complete	PA14_RS26785_-_66	66	unknown
NC_008463.1	5840479	5842018	RS26785	.	+	gene	complete	PA14_RS26785_-_86	86	unknown
NC_008463.1	5843611	5845876	RS26800	parC	-	gene	complete	PA14_RS26800_parC_12	12	unknown
NC_008463.1	5843611	5845876	RS26800	parC	-	gene	complete	PA14_RS26800_parC_43	43	unknown
NC_008463.1	5843611	5845876	RS26800	parC	-	gene	complete	PA14_RS26800_parC_87	87	unknown
NC_008463.1	5843611	5845876	RS26800	parC	-	gene	complete	PA14_RS26800_parC_111	111	unknown
NC_008463.1	5847417	5849307	RS26815	parE	-	gene	complete	PA14_RS26815_parE_24	24	unknown
NC_008463.1	5847417	5849307	RS26815	parE	-	gene	complete	PA14_RS26815_parE_50	50	unknown
NC_008463.1	5847417	5849307	RS26815	parE	-	gene	complete	PA14_RS26815_parE_105	105	unknown
NC_008463.1	5847417	5849307	RS26815	parE	-	gene	complete	PA14_RS26815_parE_172	172	unknown
NC_008463.1	5853157	5855041	RS26845	thiC	-	gene	complete	PA14_RS26845_thiC_31	31	unknown
NC_008463.1	5853157	5855041	RS26845	thiC	-	gene	complete	PA14_RS26845_thiC_52	52	unknown
NC_008463.1	5853157	5855041	RS26845	thiC	-	gene	complete	PA14_RS26845_thiC_91	91	unknown
NC_008463.1	5853157	5855041	RS26845	thiC	-	gene	complete	PA14_RS26845_thiC_115	115	unknown
NC_008463.1	5875217	5876495	RS26925	waaA	-	gene	complete	PA14_RS26925_kdtA_7	7	unknown
NC_008463.1	5875217	5876495	RS26925	waaA	-	gene	complete	PA14_RS26925_kdtA_31	31	unknown
NC_008463.1	5875217	5876495	RS26925	waaA	-	gene	complete	PA14_RS26925_kdtA_61	61	unknown
NC_008463.1	5875217	5876495	RS26925	waaA	-	gene	complete	PA14_RS26925_kdtA_96	96	unknown
NC_008463.1	5877892	5879068	RS26940	.	+	gene	complete	PA14_RS26940_-_1	1	unknown
NC_008463.1	5877892	5879068	RS26940	.	+	gene	complete	PA14_RS26940_-_23	23	unknown
NC_008463.1	5877892	5879068	RS26940	.	+	gene	complete	PA14_RS26940_-_53	53	unknown
NC_008463.1	5877892	5879068	RS26940	.	+	gene	complete	PA14_RS26940_-_86	86	unknown
NC_008463.1	5879064	5879877	RS26945	.	+	gene	complete	PA14_RS26945_-_17	17	unknown
NC_008463.1	5879064	5879877	RS26945	.	+	gene	complete	PA14_RS26945_-_50	50	unknown
NC_008463.1	5879064	5879877	RS26945	.	+	gene	complete	PA14_RS26945_-_83	83	unknown
NC_008463.1	5879064	5879877	RS26945	.	+	gene	complete	PA14_RS26945_-_117	117	unknown
NC_008463.1	5883664	5885089	RS26965	hldE	-	gene	complete	PA14_RS26965_waaE_12	12	unknown
NC_008463.1	5883664	5885089	RS26965	hldE	-	gene	complete	PA14_RS26965_waaE_33	33	unknown
NC_008463.1	5883664	5885089	RS26965	hldE	-	gene	complete	PA14_RS26965_waaE_67	67	unknown
NC_008463.1	5883664	5885089	RS26965	hldE	-	gene	complete	PA14_RS26965_waaE_101	101	unknown
NC_008463.1	5885129	5886941	RS26970	msbA	-	gene	complete	PA14_RS26970_msbA_14	14	unknown
NC_008463.1	5885129	5886941	RS26970	msbA	-	gene	complete	PA14_RS26970_msbA_74	74	unknown
NC_008463.1	5885129	5886941	RS26970	msbA	-	gene	complete	PA14_RS26970_msbA_112	112	unknown
NC_008463.1	5885129	5886941	RS26970	msbA	-	gene	complete	PA14_RS26970_msbA_151	151	unknown
NC_008463.1	5887048	5887699	RS26975	.	+	gene	complete	PA14_RS26975_-_21	21	unknown
NC_008463.1	5887048	5887699	RS26975	.	+	gene	complete	PA14_RS26975_-_65	65	unknown
NC_008463.1	5887048	5887699	RS26975	.	+	gene	complete	PA14_RS26975_-_107	107	unknown
NC_008463.1	5887048	5887699	RS26975	.	+	gene	complete	PA14_RS26975_-_135	135	unknown
NC_008463.1	5894436	5896194	RS27010	.	-	gene	complete	PA14_RS27010_-_12	12	unknown
